movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content,Actors,Plot,Poster,Director,Language,Runtime
11,10,"American President, The (1995)","Comedy,Drama,Romance","chick flick,conspiracy,drama,feel good movie,feel-good,girlie movie,good,great,idealism,love story,political,politics,president,romance,romantic,romantic comedy,single father,world politics",3.640829173623781,tt0112346,"Movie's title: American President, The (1995)
genres: Comedy,Drama,Romance
tags: chick flick,conspiracy,drama,feel good movie,feel-good,girlie movie,good,great,idealism,love story,political,politics,president,romance,romantic,romantic comedy,single father,world politics
plot: Andrew Shepherd is approaching the end of his first term as President of the United States. He's a widower with a young daughter and has proved to be popular with the public. His election seems assured. That is until he meets Sydney Ellen Wade, a paid political activist working for an environmental lobby group. He's immediately smitten with her and after several amusing attempts, they finally manage to go on a date (which happens to be a State dinner for the visiting President of France). His relationship with Wade opens the door for his prime political opponent, Senator Bob Rumson, to launch an attack on the President's character, something he could not do in the previous election as Shepherd's wife had only recently died. 
actors: Michael Douglas, Annette Bening, Martin Sheen
directors: Rob Reiner
language: English, French, Spanish
runtime: 114 min","Michael Douglas, Annette Bening, Martin Sheen","Andrew Shepherd is approaching the end of his first term as President of the United States. He's a widower with a young daughter and has proved to be popular with the public. His election seems assured. That is until he meets Sydney Ellen Wade, a paid political activist working for an environmental lobby group. He's immediately smitten with her and after several amusing attempts, they finally manage to go on a date (which happens to be a State dinner for the visiting President of France). His relationship with Wade opens the door for his prime political opponent, Senator Bob Rumson, to launch an attack on the President's character, something he could not do in the previous election as Shepherd's wife had only recently died.",https://m.media-amazon.com/images/M/MV5BZTcyNDAzYTUtNjBjMC00YTk3LTg5MTItMzM3MjhlNGE5YWNlXkEyXkFqcGc@._V1_SX300.jpg,Rob Reiner,"English, French, Spanish",114 min
12,11,Dracula: Dead and Loving It (1995),"Comedy,Horror","comedy,goofy,original,parody,silly fun,spoof",2.782860520323814,tt0112896,"Movie's title: Dracula: Dead and Loving It (1995)
genres: Comedy,Horror
tags: comedy,goofy,original,parody,silly fun,spoof
plot: Another spoof from the mind of Mel Brooks . This time he's out to poke fun at the Dracula myth. Basically, he took ""Bram Stoker's Dracula,"" gave it a new cast and a new script and made a big joke out of it. The usual, rich English are attacked by Dracula and Dr. Van Helsing is brought in to save the day. 
actors: Leslie Nielsen, Mel Brooks, Peter MacNicol
directors: Mel Brooks
language: English, German
runtime: 88 min","Leslie Nielsen, Mel Brooks, Peter MacNicol","Another spoof from the mind of Mel Brooks . This time he's out to poke fun at the Dracula myth. Basically, he took ""Bram Stoker's Dracula,"" gave it a new cast and a new script and made a big joke out of it. The usual, rich English are attacked by Dracula and Dr. Van Helsing is brought in to save the day.",https://m.media-amazon.com/images/M/MV5BN2I2MjQzYTgtZWU5ZS00ZGZmLWFhNmQtNjVlODE0OTM4Y2JhXkEyXkFqcGc@._V1_SX300.jpg,Mel Brooks,"English, German",88 min
13,12,Balto (1995),"Adventure,Animation,Children","alaska,animal movie,animals,animated,animation,cartoon,computer animation,disney,disney animated feature,dog,dogs,kids and family,talking animals",3.269039252830868,tt0112453,"Movie's title: Balto (1995)
genres: Adventure,Animation,Children
tags: alaska,animal movie,animals,animated,animation,cartoon,computer animation,disney,disney animated feature,dog,dogs,kids and family,talking animals
plot: A half-wolf, half-husky named Balto gets a chance to become a hero when an outbreak of diphtheria threatens the children of Nome, Alaska in the winter of 1925. He leads a dog team on a 600-mile trip across the Alaskan wilderness to get medical supplies. The film is based on a true story which inspired the Iditarod dog sled race. 
actors: Kevin Bacon, Bob Hoskins, Bridget Fonda
directors: Simon Wells
language: English
runtime: 78 min","Kevin Bacon, Bob Hoskins, Bridget Fonda","A half-wolf, half-husky named Balto gets a chance to become a hero when an outbreak of diphtheria threatens the children of Nome, Alaska in the winter of 1925. He leads a dog team on a 600-mile trip across the Alaskan wilderness to get medical supplies. The film is based on a true story which inspired the Iditarod dog sled race.",https://m.media-amazon.com/images/M/MV5BNzY2OGY3MTYtMTlhNC00MDUyLWE2OGEtNzMzZjQxYjFiYjRiXkEyXkFqcGc@._V1_SX300.jpg,Simon Wells,English,78 min
14,13,Nixon (1995),Drama,"assassination,based on a true story,biographical,biography,biopic,complex,conspiracy,corruption,drama,dramatic,factual,greed,historical,history,original,paranoia,political,politics,president,race issues,true story,world politics",3.402460717982249,tt0113987,"Movie's title: Nixon (1995)
genres: Drama
tags: assassination,based on a true story,biographical,biography,biopic,complex,conspiracy,corruption,drama,dramatic,factual,greed,historical,history,original,paranoia,political,politics,president,race issues,true story,world politics
plot: Writer, Producer, and Director Oliver Stone's exploration of former President Richard Nixon's strict Quaker upbringing, his nascent political strivings in law school, and his strangely self-effacing courtship of his wife, Pat (Joan Allen). The contradictions in his character are revealed early, in the vicious campaign against Helen Gahagan Douglas and the oddly masochistic Checkers speech. His defeat at the hands of the hated and envied John F. Kennedy in the 1960 presidential election, followed by the loss of the 1962 California gubernatorial race, seem to signal the end of his career. Yet, although wholly lacking in charisma, Nixon remains a brilliant political operator, seizing the opportunity provided by the backlash against the antiwar movement to take the Presidency in 1968. It is only when safely in office, running far ahead in the polls for the 1972 Presidential election, that his growing paranoia comes to full flower, triggering the Watergate scandal. 
actors: Anthony Hopkins, Joan Allen, Powers Boothe
directors: Oliver Stone
language: English, Mandarin, Russian
runtime: 192 min","Anthony Hopkins, Joan Allen, Powers Boothe","Writer, Producer, and Director Oliver Stone's exploration of former President Richard Nixon's strict Quaker upbringing, his nascent political strivings in law school, and his strangely self-effacing courtship of his wife, Pat (Joan Allen). The contradictions in his character are revealed early, in the vicious campaign against Helen Gahagan Douglas and the oddly masochistic Checkers speech. His defeat at the hands of the hated and envied John F. Kennedy in the 1960 presidential election, followed by the loss of the 1962 California gubernatorial race, seem to signal the end of his career. Yet, although wholly lacking in charisma, Nixon remains a brilliant political operator, seizing the opportunity provided by the backlash against the antiwar movement to take the Presidency in 1968. It is only when safely in office, running far ahead in the polls for the 1972 Presidential election, that his growing paranoia comes to full flower, triggering the Watergate scandal.",https://m.media-amazon.com/images/M/MV5BNDk3YWU1NmEtMDBhMC00ZGYwLWFiNzQtMzkwMzg4YjA4MDY4XkEyXkFqcGc@._V1_SX300.jpg,Oliver Stone,"English, Mandarin, Russian",192 min
15,14,Cutthroat Island (1995),"Action,Adventure,Romance","action,action packed,adventure,big budget,fight scenes,fun movie,good action,pirates,swashbuckler,sword fight,sword fighting,treasure,treasure hunt",2.8897428449087945,tt0112760,"Movie's title: Cutthroat Island (1995)
genres: Action,Adventure,Romance
tags: action,action packed,adventure,big budget,fight scenes,fun movie,good action,pirates,swashbuckler,sword fight,sword fighting,treasure,treasure hunt
plot: Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her piratical raids. 
actors: Geena Davis, Matthew Modine, Frank Langella
directors: Renny Harlin
language: English, Spanish, Latin, French
runtime: 124 min","Geena Davis, Matthew Modine, Frank Langella","Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her piratical raids.",https://m.media-amazon.com/images/M/MV5BZTQ3OWY2NTctOTAyNS00MThjLTgyZjEtNzgzZGNiZDNhODUyXkEyXkFqcGc@._V1_SX300.jpg,Renny Harlin,"English, Spanish, Latin, French",124 min
16,15,Casino (1995),"Crime,Drama","awesome soundtrack,based on a book,betrayal,bloody,brutal,brutality,casino,complex,corruption,crime,crime gone awry,dialogue,excellent script,fast paced,foul language,gangster,gangsters,good soundtrack,gratuitous violence,great,great acting,great movie,greed,highly quotable,imdb top 250,intense,interesting,las vegas,mafia,masterpiece,mentor,mob,narrated,organized crime,original,oscar (best directing),oscar (best supporting actor),powerful ending,storytelling,stylish,stylized,violence,violent,visceral",3.7511403325701305,tt0112641,"Movie's title: Casino (1995)
genres: Crime,Drama
tags: awesome soundtrack,based on a book,betrayal,bloody,brutal,brutality,casino,complex,corruption,crime,crime gone awry,dialogue,excellent script,fast paced,foul language,gangster,gangsters,good soundtrack,gratuitous violence,great,great acting,great movie,greed,highly quotable,imdb top 250,intense,interesting,las vegas,mafia,masterpiece,mentor,mob,narrated,organized crime,original,oscar (best directing),oscar (best supporting actor),powerful ending,storytelling,stylish,stylized,violence,violent,visceral
plot: This Martin Scorsese film depicts the Janus-like quality of Las Vegas--it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970s and '80s are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw--Ace falls in love with a hustler, Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence. 
actors: Robert De Niro, Sharon Stone, Joe Pesci
directors: Martin Scorsese
language: English
runtime: 178 min","Robert De Niro, Sharon Stone, Joe Pesci","This Martin Scorsese film depicts the Janus-like quality of Las Vegas--it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970s and '80s are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw--Ace falls in love with a hustler, Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence.",https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_SX300.jpg,Martin Scorsese,English,178 min
17,16,Sense and Sensibility (1995),"Drama,Romance","18th century,19th century,adaptation,adapted from:book,affectionate,based on a book,based on book,beautiful scenery,beautifully filmed,british,chick flick,classic,costume drama,england,excellent,heartwarming,jane austen,literature,london,oscar (best actress),passionate,period piece,romance,romantic,sisters",3.926950306235081,tt0114388,"Movie's title: Sense and Sensibility (1995)
genres: Drama,Romance
tags: 18th century,19th century,adaptation,adapted from:book,affectionate,based on a book,based on book,beautiful scenery,beautifully filmed,british,chick flick,classic,costume drama,england,excellent,heartwarming,jane austen,literature,london,oscar (best actress),passionate,period piece,romance,romantic,sisters
plot: When Mr. Dashwood (Tom Wilkinson) dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and their three daughters Elinor (Dame Emma Thompson), Marianne (Kate Winslet), and Margaret (Emilie François), in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars (Hugh Grant), his family disapproves and separates them. And though Mrs. Jennings (Elizabeth Spriggs) tries to match the worthy (and rich) Colonel Brandon (Alan Rickman) to her, Marianne finds the dashing and fiery John Willoughby (Greg Wise) more to her taste. Both relationships are sorely tried. 
actors: Emma Thompson, Kate Winslet, James Fleet
directors: Ang Lee
language: English, French
runtime: 136 min","Emma Thompson, Kate Winslet, James Fleet","When Mr. Dashwood (Tom Wilkinson) dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and their three daughters Elinor (Dame Emma Thompson), Marianne (Kate Winslet), and Margaret (Emilie François), in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars (Hugh Grant), his family disapproves and separates them. And though Mrs. Jennings (Elizabeth Spriggs) tries to match the worthy (and rich) Colonel Brandon (Alan Rickman) to her, Marianne finds the dashing and fiery John Willoughby (Greg Wise) more to her taste. Both relationships are sorely tried.",https://m.media-amazon.com/images/M/MV5BY2MyZWJhNjktMWQ2My00OTgwLWI1NjEtYjUzM2M2N2M4Mzc4XkEyXkFqcGc@._V1_SX300.jpg,Ang Lee,"English, French",136 min
18,17,Four Rooms (1995),Comedy,"dialogue,great ending,hotel,multiple storylines,off-beat comedy,original,storytelling,stylish,tarantino,twists & turns,weird",3.351963305715212,tt0113101,"Movie's title: Four Rooms (1995)
genres: Comedy
tags: dialogue,great ending,hotel,multiple storylines,off-beat comedy,original,storytelling,stylish,tarantino,twists & turns,weird
plot: This movie features the collaborative directorial efforts of four new filmmakers, each of whom directs a segment of this comedy. It's New Year's Eve at the Mon Signor Hotel, a former grand old Hollywood hotel, now fallen upon hard times. Often using physical comedy and sight gags, this movie chronicles the slapstick misadventures of Ted, the Bellhop. He's on his first night on the job, when he's asked to help out a coven of witches in the Honeymoon Suite. Things only get worse when he delivers ice to the wrong room and ends up in a domestic argument at a really bad time. Next, he foolishly agrees to watch a gangster's kids for him while he's away. Finally, he finishes off the night refereeing a ghastly wager. 
actors: Tim Roth, Antonio Banderas, Sammi Davis
directors: Allison Anders, Alexandre Rockwell, Robert Rodriguez
language: English
runtime: 98 min","Tim Roth, Antonio Banderas, Sammi Davis","This movie features the collaborative directorial efforts of four new filmmakers, each of whom directs a segment of this comedy. It's New Year's Eve at the Mon Signor Hotel, a former grand old Hollywood hotel, now fallen upon hard times. Often using physical comedy and sight gags, this movie chronicles the slapstick misadventures of Ted, the Bellhop. He's on his first night on the job, when he's asked to help out a coven of witches in the Honeymoon Suite. Things only get worse when he delivers ice to the wrong room and ends up in a domestic argument at a really bad time. Next, he foolishly agrees to watch a gangster's kids for him while he's away. Finally, he finishes off the night refereeing a ghastly wager.",https://m.media-amazon.com/images/M/MV5BMmNlMjE5YTEtZTU1My00MDc1LTgwNzctNTZlYmJmNTM3ZjYzXkEyXkFqcGc@._V1_SX300.jpg,"Allison Anders, Alexandre Rockwell, Robert Rodriguez",English,98 min
19,18,Ace Ventura: When Nature Calls (1995),Comedy,"africa,comedy,crude humor,detective,dumb,dumb but funny,funniest movies,funny,funny as hell,good sequel,goofy,gross-out,hilarious,jungle,original,parody,sequel,sequels,silly,silly fun,slapstick,spoof,stupid,stupid as hell,stupidity,very funny",2.6458682155349416,tt0112281,"Movie's title: Ace Ventura: When Nature Calls (1995)
genres: Comedy
tags: africa,comedy,crude humor,detective,dumb,dumb but funny,funniest movies,funny,funny as hell,good sequel,goofy,gross-out,hilarious,jungle,original,parody,sequel,sequels,silly,silly fun,slapstick,spoof,stupid,stupid as hell,stupidity,very funny
plot: Ace Ventura, emerging from self-imposed exile in a remote Himalayan hideaway, travels to Africa with explorer Fulton Greenwall to find a sacred bat which is told will avert a war between with Wachootoo and Wachati tribes. Of course, when Ace gets involved, all hell breaks loose... 
actors: Jim Carrey, Ian McNeice, Simon Callow
directors: Steve Oedekerk
language: English
runtime: 90 min","Jim Carrey, Ian McNeice, Simon Callow","Ace Ventura, emerging from self-imposed exile in a remote Himalayan hideaway, travels to Africa with explorer Fulton Greenwall to find a sacred bat which is told will avert a war between with Wachootoo and Wachati tribes. Of course, when Ace gets involved, all hell breaks loose...",https://m.media-amazon.com/images/M/MV5BMjk3ZDUwYTMtYmQyYy00NTg1LWExOTItNTcxODM3NDZiNjMyXkEyXkFqcGc@._V1_SX300.jpg,Steve Oedekerk,English,90 min
20,19,Money Train (1995),"Action,Comedy,Crime,Drama,Thriller","action,action packed,big budget,fast paced,fight scenes,good action",2.9735916376422784,tt0113845,"Movie's title: Money Train (1995)
genres: Action,Comedy,Crime,Drama,Thriller
tags: action,action packed,big budget,fast paced,fight scenes,good action
plot: Two foster brothers work as transit cops. While one's life is as good as it gets, the other's is a pit. After losing his job, getting dumped by his brother, and getting the crap kicked out of him by a loan shark for the umpteenth time, He implements his plan to steal the ""money train,"" a train carrying the New York Subway's weekly revenue. But when things go awry, will his brother be able to save him in time? 
actors: Wesley Snipes, Woody Harrelson, Jennifer Lopez
directors: Joseph Ruben
language: English
runtime: 110 min","Wesley Snipes, Woody Harrelson, Jennifer Lopez","Two foster brothers work as transit cops. While one's life is as good as it gets, the other's is a pit. After losing his job, getting dumped by his brother, and getting the crap kicked out of him by a loan shark for the umpteenth time, He implements his plan to steal the ""money train,"" a train carrying the New York Subway's weekly revenue. But when things go awry, will his brother be able to save him in time?",https://m.media-amazon.com/images/M/MV5BZGIzODJmMGYtMzY2My00ZGJkLTg1YzMtNmY2ZTVlYmI5YzYyXkEyXkFqcGc@._V1_SX300.jpg,Joseph Ruben,English,110 min
21,20,Get Shorty (1995),"Comedy,Crime,Thriller","anti-hero,based on a book,caper,clever,cool,crime,dark humor,dialogue,fun movie,gangster,gangsters,great,great dialogue,great movie,greed,hollywood,los angeles,mafia,mob,original,sarcasm,satire,twists & turns,violent",3.5655027296610804,tt0113161,"Movie's title: Get Shorty (1995)
genres: Comedy,Crime,Thriller
tags: anti-hero,based on a book,caper,clever,cool,crime,dark humor,dialogue,fun movie,gangster,gangsters,great,great dialogue,great movie,greed,hollywood,los angeles,mafia,mob,original,sarcasm,satire,twists & turns,violent
plot: Some guys get all the luck, whether they like it or not. Chili Palmer happens to be in Hollywood collecting a gambling debt when he's struck by lightning (not literally). Called a natural for the movie business, he's snagged up by a producer. The rest is history. 
actors: Gene Hackman, Rene Russo, Danny DeVito
directors: Barry Sonnenfeld
language: English
runtime: 105 min","Gene Hackman, Rene Russo, Danny DeVito","Some guys get all the luck, whether they like it or not. Chili Palmer happens to be in Hollywood collecting a gambling debt when he's struck by lightning (not literally). Called a natural for the movie business, he's snagged up by a producer. The rest is history.",https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX300.jpg,Barry Sonnenfeld,English,105 min
22,21,Copycat (1995),"Crime,Drama,Horror,Mystery,Thriller","chase,detective,good,internet,investigation,mentor,murder,murder mystery,police investigation,psychological,psychology,san francisco,serial killer,suspense,suspenseful,tense,thriller,twist,twists & turns",3.313129442203957,tt0112722,"Movie's title: Copycat (1995)
genres: Crime,Drama,Horror,Mystery,Thriller
tags: chase,detective,good,internet,investigation,mentor,murder,murder mystery,police investigation,psychological,psychology,san francisco,serial killer,suspense,suspenseful,tense,thriller,twist,twists & turns
plot: In San Francisco, the criminal psychologist Helen Hudson is specialized in serial-killers. During a trial, the accused Daryll Lee Cullum kills a police officer and tries to kill her and she becomes agoraphobic. Now Helen lives a reclusive life with her gay friend Andy that helps her. Sometime later, there is a wave of crimes and Detectives M.J. Monahan and Reuben Goetz are investigating the murder cases. Helen identifies that the murderer is copycatting notorious serial-killers and she anonymously contacts the Police Department. After fourteen phone calls, she is identified by the police. Detectives M.J. and Reuben visit her and Helen teams up with them and prepares the profile of the killer that wants to be famous. But soon the copycat killer Peter Foley contacts and stalks Helen and M.J. and Reuben give protection to her. Will they be capable to stop Foley before the next murder? 
actors: Sigourney Weaver, Holly Hunter, Dermot Mulroney
directors: Jon Amiel
language: English
runtime: 123 min","Sigourney Weaver, Holly Hunter, Dermot Mulroney","In San Francisco, the criminal psychologist Helen Hudson is specialized in serial-killers. During a trial, the accused Daryll Lee Cullum kills a police officer and tries to kill her and she becomes agoraphobic. Now Helen lives a reclusive life with her gay friend Andy that helps her. Sometime later, there is a wave of crimes and Detectives M.J. Monahan and Reuben Goetz are investigating the murder cases. Helen identifies that the murderer is copycatting notorious serial-killers and she anonymously contacts the Police Department. After fourteen phone calls, she is identified by the police. Detectives M.J. and Reuben visit her and Helen teams up with them and prepares the profile of the killer that wants to be famous. But soon the copycat killer Peter Foley contacts and stalks Helen and M.J. and Reuben give protection to her. Will they be capable to stop Foley before the next murder?",https://m.media-amazon.com/images/M/MV5BY2ZiODRlYWMtOGViYS00ZTNiLTlkMGQtZTAxY2IyMDAzYzU2XkEyXkFqcGc@._V1_SX300.jpg,Jon Amiel,English,123 min
23,22,Assassins (1995),"Action,Crime,Thriller","action,action packed,assassin,assassination,assassins,chase,explosions,fast paced,good action,gunfight,hit men,hitman,surveillance,vengeance",3.175642770642527,tt0112401,"Movie's title: Assassins (1995)
genres: Action,Crime,Thriller
tags: action,action packed,assassin,assassination,assassins,chase,explosions,fast paced,good action,gunfight,hit men,hitman,surveillance,vengeance
plot: Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin named Bain is having a field day trying to kill said older assassin. Rath teams up with a computer hacker named Electra to defeat the obsessed Bain. 
actors: Sylvester Stallone, Antonio Banderas, Julianne Moore
directors: Richard Donner
language: English, Dutch, Spanish
runtime: 133 min","Sylvester Stallone, Antonio Banderas, Julianne Moore","Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin named Bain is having a field day trying to kill said older assassin. Rath teams up with a computer hacker named Electra to defeat the obsessed Bain.",https://m.media-amazon.com/images/M/MV5BYjRmZDUzZTctMzkyMi00ZDY1LTk2MDgtMDI0MTM4ZTYzOWI4XkEyXkFqcGc@._V1_SX300.jpg,Richard Donner,"English, Dutch, Spanish",133 min
