movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content
98373,9668,Step Up Revolution (2012),Musical,"creativity,dance,dancing,franchise,girlie movie,hip hop,music,musical,teen movie",3.2638771217301077,tt1800741,"Movie's title: Step Up Revolution (2012)
genres: Musical
tags: creativity,dance,dancing,franchise,girlie movie,hip hop,music,musical,teen movie"
98491,9669,Paperman (2012),"Animation,Comedy,Romance","animated,animation,black and white,cartoon,childhood,computer animation,cute,destiny,disney,fairy tale,fantasy world,good,heartwarming,imdb top 250,love,love story,melancholic,original,oscar (best actress),pixar animation,romance,romantic,runaway,short,simple,story,storytelling,sweet,too short,touching,visually appealing,visually stunning,whimsical,workplace",3.34871586516015,tt2388725,"Movie's title: Paperman (2012)
genres: Animation,Comedy,Romance
tags: animated,animation,black and white,cartoon,childhood,computer animation,cute,destiny,disney,fairy tale,fantasy world,good,heartwarming,imdb top 250,love,love story,melancholic,original,oscar (best actress),pixar animation,romance,romantic,runaway,short,simple,story,storytelling,sweet,too short,touching,visually appealing,visually stunning,whimsical,workplace"
98585,9670,Hitchcock (2012),Drama,"adapted from:book,based on a book,biographical,biopic,censorship,clever,corruption,drama,hitchcock,interesting,interracial romance,murder,nudity (topless - notable),obsession,original,suspense",3.2783934861180546,tt0975645,"Movie's title: Hitchcock (2012)
genres: Drama
tags: adapted from:book,based on a book,biographical,biopic,censorship,clever,corruption,drama,hitchcock,interesting,interracial romance,murder,nudity (topless - notable),obsession,original,suspense"
98604,9671,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),"Animation,Drama,Romance","animated,animation,anime,artistic,beautiful,bittersweet,colourful,coming of age,dialogue,dramatic,family,family drama,fantasy,fantasy world,feel-good,firefly,friendship,great,great soundtrack,heartwarming,imagination,japan,japanese,love story,melancholic,mentor,miyazaki,nostalgic,original,pg-13,realistic,romance,romantic,runaway,story,storytelling,studio ghibli,sweet,tokyo,touching,transformation,visual,visually appealing,visually stunning,war,whimsical,world war ii",3.289932833260353,tt1798188,"Movie's title: From Up on Poppy Hill (Kokuriko-zaka kara) (2011)
genres: Animation,Drama,Romance
tags: animated,animation,anime,artistic,beautiful,bittersweet,colourful,coming of age,dialogue,dramatic,family,family drama,fantasy,fantasy world,feel-good,firefly,friendship,great,great soundtrack,heartwarming,imagination,japan,japanese,love story,melancholic,mentor,miyazaki,nostalgic,original,pg-13,realistic,romance,romantic,runaway,story,storytelling,studio ghibli,sweet,tokyo,touching,transformation,visual,visually appealing,visually stunning,war,whimsical,world war ii"
98797,9672,Barbara (2012),Drama,"cinematography,claustrophobic,complex,doctors,dramatic,east germany,foreign,german,germany,golden palm,hospital,loneliness,melancholic,spying,surveillance",3.2718786396015123,tt2178941,"Movie's title: Barbara (2012)
genres: Drama
tags: cinematography,claustrophobic,complex,doctors,dramatic,east germany,foreign,german,germany,golden palm,hospital,loneliness,melancholic,spying,surveillance"
98809,9673,"Hobbit: An Unexpected Journey, The (2012)","Adventure,Fantasy,IMAX","action,adapted from:book,adventure,awesome soundtrack,based on a book,based on book,beautiful scenery,big budget,book was better,books,cgi,dialogue,dragons,dynamic cgi action,epic,exciting,fantasy,fantasy world,fight scenes,fighting,franchise,great,great ending,high fantasy,imagination,imdb top 250,long,magic,modern fantasy,mythology,original,original plot,pg-13,plot,scenic,special effects,story,storytelling,technology,tolkien,trilogy,visual,visually appealing,visually stunning,visuals,wizards",3.6300232181845553,tt0903624,"Movie's title: Hobbit: An Unexpected Journey, The (2012)
genres: Adventure,Fantasy,IMAX
tags: action,adapted from:book,adventure,awesome soundtrack,based on a book,based on book,beautiful scenery,big budget,book was better,books,cgi,dialogue,dragons,dynamic cgi action,epic,exciting,fantasy,fantasy world,fight scenes,fighting,franchise,great,great ending,high fantasy,imagination,imdb top 250,long,magic,modern fantasy,mythology,original,original plot,pg-13,plot,scenic,special effects,story,storytelling,technology,tolkien,trilogy,visual,visually appealing,visually stunning,visuals,wizards"
98836,9674,Hyde Park on Hudson (2012),"Comedy,Drama","biographical,president,whimsical",3.2577758477307035,tt1477855,"Movie's title: Hyde Park on Hudson (2012)
genres: Comedy,Drama
tags: biographical,president,whimsical"
98956,9675,Barfi! (2012),"Comedy,Drama,Romance","amazing cinematography,beautiful scenery,beautifully filmed,bollywood,cinematography,destiny,disability,emotional,excellent script,feel-good,heartwarming,imdb top 250,loneliness,love,love story,movielens top pick,original,oscar (best foreign language film),prejudice,sacrifice,story,stunning,sweet,touching,visually appealing",3.2793413261686766,tt2082197,"Movie's title: Barfi! (2012)
genres: Comedy,Drama,Romance
tags: amazing cinematography,beautiful scenery,beautifully filmed,bollywood,cinematography,destiny,disability,emotional,excellent script,feel-good,heartwarming,imdb top 250,loneliness,love,love story,movielens top pick,original,oscar (best foreign language film),prejudice,sacrifice,story,stunning,sweet,touching,visually appealing"
98961,9676,Zero Dark Thirty (2012),"Action,Drama,Thriller","9/11,action,assassination,bombs,brutality,cia,cinematography,complex,conspiracy,corruption,drama,dramatic,espionage,factual,forceful,great ending,intense,interesting,islam,military,moral ambiguity,obsession,original,oscar,oscar (best cinematography),oscar (best directing),oscar (best editing),oscar (best picture),political,politics,propaganda,realistic,secrets,storytelling,surveillance,suspense,suspenseful,tense,terrorism,thriller,torture,visceral,war,world politics",3.50154112921519,tt1790885,"Movie's title: Zero Dark Thirty (2012)
genres: Action,Drama,Thriller
tags: 9/11,action,assassination,bombs,brutality,cia,cinematography,complex,conspiracy,corruption,drama,dramatic,espionage,factual,forceful,great ending,intense,interesting,islam,military,moral ambiguity,obsession,original,oscar,oscar (best cinematography),oscar (best directing),oscar (best editing),oscar (best picture),political,politics,propaganda,realistic,secrets,storytelling,surveillance,suspense,suspenseful,tense,terrorism,thriller,torture,visceral,war,world politics"
98975,9677,Antiviral (2012),"Horror,Sci-Fi,Thriller","future,futuristic,obsession,parallel universe,sci fi,science fiction,social commentary,visually appealing,visually stunning,weird",3.262213605588343,tt2099556,"Movie's title: Antiviral (2012)
genres: Horror,Sci-Fi,Thriller
tags: future,futuristic,obsession,parallel universe,sci fi,science fiction,social commentary,visually appealing,visually stunning,weird"
99005,9678,Fire with Fire (2012),"Action,Crime,Drama","action,action packed,fast paced,murder,predictable,revenge",3.250798337371747,tt1925431,"Movie's title: Fire with Fire (2012)
genres: Action,Crime,Drama
tags: action,action packed,fast paced,murder,predictable,revenge"
99007,9679,Warm Bodies (2013),"Comedy,Horror,Romance","apocalypse,awesome soundtrack,based on a book,chick flick,comedy,love story,original,pg-13,post apocalyptic,post-apocalyptic,romance,romantic,romantic comedy,sweet,zombie,zombies",3.2958193898197625,tt1588173,"Movie's title: Warm Bodies (2013)
genres: Comedy,Horror,Romance
tags: apocalypse,awesome soundtrack,based on a book,chick flick,comedy,love story,original,pg-13,post apocalyptic,post-apocalyptic,romance,romantic,romantic comedy,sweet,zombie,zombies"
99087,9680,Playing for Keeps (2012),"Comedy,Romance","divorce,football,romantic comedy,soccer,sports",3.255270228982868,tt1540128,"Movie's title: Playing for Keeps (2012)
genres: Comedy,Romance
tags: divorce,football,romantic comedy,soccer,sports"
99106,9681,"Guilt Trip, The (2012)",Comedy,"comedy,mother-son relationship,new jersey,relationships,road trip",3.249324675645204,tt1694020,"Movie's title: Guilt Trip, The (2012)
genres: Comedy
tags: comedy,mother-son relationship,new jersey,relationships,road trip"
99112,9682,Jack Reacher (2012),"Action,Crime,Thriller","action,action packed,adapted from:book,based on a book,based on book,books,car chase,chase,conspiracy,corruption,crime,detective,dialogue,fast paced,fight scenes,good action,investigation,lawyer,pg-13,plot,police investigation,realistic action,story,vigilante",3.3201072118772545,tt0790724,"Movie's title: Jack Reacher (2012)
genres: Action,Crime,Thriller
tags: action,action packed,adapted from:book,based on a book,based on book,books,car chase,chase,conspiracy,corruption,crime,detective,dialogue,fast paced,fight scenes,good action,investigation,lawyer,pg-13,plot,police investigation,realistic action,story,vigilante"
99114,9683,Django Unchained (2012),"Action,Drama,Western","action,blood,bloody,brutal,brutality,clever,cool,cult classic,dark humor,dialogue,drama,entertaining,excellent script,foul language,good,good acting,good soundtrack,gory,gratuitous violence,great acting,great dialogue,great ending,great movie,gunfight,imdb top 250,intense,interesting,justice,long,masterpiece,mentor,moral ambiguity,movielens top pick,nudity (full frontal - brief),original,oscar,oscar (best directing),oscar (best picture),oscar (best supporting actor),plot,pulp,quotable,race issues,redemption,revenge,slavery,social commentary,spaghetti western,splatter,storytelling,stylish,stylized,suspense,talky,tarantino,tense,twists & turns,unusual plot structure,vengeance,violence,violent,visceral,visually appealing,western",3.8594202873251646,tt1853728,"Movie's title: Django Unchained (2012)
genres: Action,Drama,Western
tags: action,blood,bloody,brutal,brutality,clever,cool,cult classic,dark humor,dialogue,drama,entertaining,excellent script,foul language,good,good acting,good soundtrack,gory,gratuitous violence,great acting,great dialogue,great ending,great movie,gunfight,imdb top 250,intense,interesting,justice,long,masterpiece,mentor,moral ambiguity,movielens top pick,nudity (full frontal - brief),original,oscar,oscar (best directing),oscar (best picture),oscar (best supporting actor),plot,pulp,quotable,race issues,redemption,revenge,slavery,social commentary,spaghetti western,splatter,storytelling,stylish,stylized,suspense,talky,tarantino,tense,twists & turns,unusual plot structure,vengeance,violence,violent,visceral,visually appealing,western"
99117,9684,This Is 40 (2012),Drama,"comedy,dysfunctional family,family drama,midlife crisis,parenthood",3.2240865522816526,tt1758830,"Movie's title: This Is 40 (2012)
genres: Drama
tags: comedy,dysfunctional family,family drama,midlife crisis,parenthood"
99145,9685,"Impossible, The (Imposible, Lo) (2012)","Drama,Thriller","based on a true story,based on true story,catastrophe,chase,children,death,disaster,drama,dramatic,dysfunctional family,emotional,family,family bonds,family drama,happy ending,heartbreaking,holiday,hospital,intense,mother-son relationship,natural disaster,oscar (best actress),pg-13,realistic,sentimental,story,survival,suspense,tear jerker,touching,tragedy,true story",3.321962086970623,tt1649419,"Movie's title: Impossible, The (Imposible, Lo) (2012)
genres: Drama,Thriller
tags: based on a true story,based on true story,catastrophe,chase,children,death,disaster,drama,dramatic,dysfunctional family,emotional,family,family bonds,family drama,happy ending,heartbreaking,holiday,hospital,intense,mother-son relationship,natural disaster,oscar (best actress),pg-13,realistic,sentimental,story,survival,suspense,tear jerker,touching,tragedy,true story"
99149,9686,"Misérables, Les (2012)","Drama,Musical,Romance,IMAX","adapted from:book,based on a play,cinematography,emotional,good music,great acting,music,musical,oscar (best supporting actress),revolution",3.378354125161403,tt1707386,"Movie's title: Misérables, Les (2012)
genres: Drama,Musical,Romance,IMAX
tags: adapted from:book,based on a play,cinematography,emotional,good music,great acting,music,musical,oscar (best supporting actress),revolution"
99220,9687,Quartet (2012),"Comedy,Drama","aging,based on a play,classical music,directorial debut,drama,dramatic,ensemble cast,great acting,hip hop,music,musicians,original,talky",3.276440619715131,tt1441951,"Movie's title: Quartet (2012)
genres: Comedy,Drama
tags: aging,based on a play,classical music,directorial debut,drama,dramatic,ensemble cast,great acting,hip hop,music,musicians,original,talky"
99296,9688,Would You Rather (2012),"Horror,Thriller","creepy,gory,horror,original,scary,slasher,splatter,survival,suspense,suspenseful,torture,twist,twist ending",3.2592891229758867,tt1999995,"Movie's title: Would You Rather (2012)
genres: Horror,Thriller
tags: creepy,gory,horror,original,scary,slasher,splatter,survival,suspense,suspenseful,torture,twist,twist ending"
99415,9689,Parental Guidance (2012),Comedy,"family,kids,parenthood",3.252290796912641,tt1047540,"Movie's title: Parental Guidance (2012)
genres: Comedy
tags: family,kids,parenthood"
99437,9690,John Dies at the End (2012),"Comedy,Fantasy,Horror","absurd,adaptation,adapted from:book,based on a book,based on book,book,book was better,books,cult classic,cult film,drugs,hallucinatory,mindfuck,original,parallel universe,quotable,surreal,weird",3.270735310894316,tt1783732,"Movie's title: John Dies at the End (2012)
genres: Comedy,Fantasy,Horror
tags: absurd,adaptation,adapted from:book,based on a book,based on book,book,book was better,books,cult classic,cult film,drugs,hallucinatory,mindfuck,original,parallel universe,quotable,surreal,weird"
99468,9691,"Central Park Five, The (2012)",Documentary,"1970s,1980s,brutality,character study,complex,corruption,crime,criterion,destiny,disturbing,documentary,drama,dramatic,excellent script,forceful,gangs,gangsters,good acting,good soundtrack,great acting,greed,grim,guilt,highly quotable,honest,imdb top 250,intense,interesting,intimate,investigation,justice,lawyers,manipulation,mob,murder,narrated,new york,new york city,nudity (topless - notable),obsession,original,oscar (best actress),oscar (best directing),police,police corruption,police investigation,racism,rape,realistic,runaway,segregation,serial killer,sexualized violence,social commentary,suspense,talky,tragedy,violence,violent",3.292207199606794,tt2380247,"Movie's title: Central Park Five, The (2012)
genres: Documentary
tags: 1970s,1980s,brutality,character study,complex,corruption,crime,criterion,destiny,disturbing,documentary,drama,dramatic,excellent script,forceful,gangs,gangsters,good acting,good soundtrack,great acting,greed,grim,guilt,highly quotable,honest,imdb top 250,intense,interesting,intimate,investigation,justice,lawyers,manipulation,mob,murder,narrated,new york,new york city,nudity (topless - notable),obsession,original,oscar (best actress),oscar (best directing),police,police corruption,police investigation,racism,rape,realistic,runaway,segregation,serial killer,sexualized violence,social commentary,suspense,talky,tragedy,violence,violent"
99470,9692,"Collection, The (2012)","Action,Horror,Thriller","action,bloody,brutality,fast paced,franchise,gore,gory,horror,kidnapping,murder,original,pornography,sequel,sequels,serial killer,slasher,splatter,torture",3.263218492901449,tt1748227,"Movie's title: Collection, The (2012)
genres: Action,Horror,Thriller
tags: action,bloody,brutality,fast paced,franchise,gore,gory,horror,kidnapping,murder,original,pornography,sequel,sequels,serial killer,slasher,splatter,torture"
99574,9693,Promised Land (2012),Drama,"business,corporate america,corruption,environmental,greed,manipulation,small town,very interesting",3.26884842882576,tt2091473,"Movie's title: Promised Land (2012)
genres: Drama
tags: business,corporate america,corruption,environmental,greed,manipulation,small town,very interesting"
99721,9694,Texas Chainsaw 3D (2013),"Horror,Mystery,Thriller","bad acting,bad cgi,bloody,brutality,cannibalism,family,franchise,gory,horror,idiotic,original,plot holes,pornography,predictable,remake,revenge,scary,sequel,serial killer,slasher,splatter,stupid as hell,suspense,teens,torture",3.2397431612189105,tt1572315,"Movie's title: Texas Chainsaw 3D (2013)
genres: Horror,Mystery,Thriller
tags: bad acting,bad cgi,bloody,brutality,cannibalism,family,franchise,gory,horror,idiotic,original,plot holes,pornography,predictable,remake,revenge,scary,sequel,serial killer,slasher,splatter,stupid as hell,suspense,teens,torture"
99728,9695,Gangster Squad (2013),"Action,Crime,Drama","action,action packed,corruption,crime,dialogue,fast paced,gangster,gangsters,gratuitous violence,gunfight,los angeles,mafia,mob,organized crime,pg-13,plot,pulp,stylish,undercover cop,violence,violent",3.259053683695479,tt1321870,"Movie's title: Gangster Squad (2013)
genres: Action,Crime,Drama
tags: action,action packed,corruption,crime,dialogue,fast paced,gangster,gangsters,gratuitous violence,gunfight,los angeles,mafia,mob,organized crime,pg-13,plot,pulp,stylish,undercover cop,violence,violent"
99741,9696,"Company You Keep, The (2012)",Thriller,"based on a book,fighting the system,politics,single father",3.2616647323495767,tt1381404,"Movie's title: Company You Keep, The (2012)
genres: Thriller
tags: based on a book,fighting the system,politics,single father"
99750,9697,"Iceman, The (2012)","Crime,Drama,Thriller","assassin,assassination,based on a book,based on a true story,based on true story,biographical,biopic,bloody,brutal,brutality,chase,corruption,crime,family drama,gangster,gangsters,good,gratuitous violence,hit men,hitman,homeless,intense,justice,mafia,mentor,mob,murder,new jersey,organized crime,police investigation,pornography,suspense,tense,true story,violence,violent",3.2738663159498755,tt1491044,"Movie's title: Iceman, The (2012)
genres: Crime,Drama,Thriller
tags: assassin,assassination,based on a book,based on a true story,based on true story,biographical,biopic,bloody,brutal,brutality,chase,corruption,crime,family drama,gangster,gangsters,good,gratuitous violence,hit men,hitman,homeless,intense,justice,mafia,mentor,mob,murder,new jersey,organized crime,police investigation,pornography,suspense,tense,true story,violence,violent"
99764,9698,It's Such a Beautiful Day (2012),"Animation,Comedy,Drama,Fantasy,Sci-Fi","art,artistic,beautiful,beautifully filmed,cerebral,creativity,criterion,dark humor,death,destiny,disturbing,dreamlike,dreams,emotional,enigmatic,existentialism,golden palm,heartbreaking,imagination,imdb top 250,immortality,life,life & death,loneliness,melancholic,melancholy,mental illness,mentor,mozart,narrated,original,oscar (best directing),philosophical,poignant,reflective,storytelling,surreal,surrealism,visually appealing,weird",3.2793078597644607,tt2396224,"Movie's title: It's Such a Beautiful Day (2012)
genres: Animation,Comedy,Drama,Fantasy,Sci-Fi
tags: art,artistic,beautiful,beautifully filmed,cerebral,creativity,criterion,dark humor,death,destiny,disturbing,dreamlike,dreams,emotional,enigmatic,existentialism,golden palm,heartbreaking,imagination,imdb top 250,immortality,life,life & death,loneliness,melancholic,melancholy,mental illness,mentor,mozart,narrated,original,oscar (best directing),philosophical,poignant,reflective,storytelling,surreal,surrealism,visually appealing,weird"
99787,9699,"Haunted House, A (2013)","Comedy,Horror","absurd,comedy,crude humor,dumb but funny,funny as hell,ghosts,haunted house,hilarious,humorous,original,parody,satire,spoof,stupid,very funny",3.2460915362488882,tt2243537,"Movie's title: Haunted House, A (2013)
genres: Comedy,Horror
tags: absurd,comedy,crude humor,dumb but funny,funny as hell,ghosts,haunted house,hilarious,humorous,original,parody,satire,spoof,stupid,very funny"
99813,9700,"Batman: The Dark Knight Returns, Part 2 (2013)","Action,Animation","action,action packed,adaptation,animated,animation,batman,brutal,brutality,comic book,comics,dark,dark hero,dc comics,fast paced,fight scenes,good sequel,graphic novel,great ending,gritty,intense,justice,murder,mutants,nocturnal,original,pg-13,story,storytelling,super hero,super-hero,superhero,superheroes,vengeance,vigilante,vigilantism,violence,violent,visually appealing",3.402759938473417,tt2166834,"Movie's title: Batman: The Dark Knight Returns, Part 2 (2013)
genres: Action,Animation
tags: action,action packed,adaptation,animated,animation,batman,brutal,brutality,comic book,comics,dark,dark hero,dc comics,fast paced,fight scenes,good sequel,graphic novel,great ending,gritty,intense,justice,murder,mutants,nocturnal,original,pg-13,story,storytelling,super hero,super-hero,superhero,superheroes,vengeance,vigilante,vigilantism,violence,violent,visually appealing"
99910,9701,"Last Stand, The (2013)","Action,Crime,Thriller","action,action packed,arnold,bloody,car chase,chase,explosions,fast paced,fight scenes,good action,gunfight,hostage,realistic action,small town,violence,violent,weapons",3.235367662972313,tt1549920,"Movie's title: Last Stand, The (2013)
genres: Action,Crime,Thriller
tags: action,action packed,arnold,bloody,car chase,chase,explosions,fast paced,fight scenes,good action,gunfight,hostage,realistic action,small town,violence,violent,weapons"
99912,9702,Mama (2013),Horror,"creepy,dark fantasy,eerie,frightening,ghosts,goth,haunted house,horror,ominous,original,pg-13,scary,supernatural",3.2405155732239797,tt2023587,"Movie's title: Mama (2013)
genres: Horror
tags: creepy,dark fantasy,eerie,frightening,ghosts,goth,haunted house,horror,ominous,original,pg-13,scary,supernatural"
99917,9703,Upstream Color (2013),"Romance,Sci-Fi,Thriller","allegory,art,art house,artistic,artsy,cerebral,cinematography,complex,confusing,criterion,cult film,dreamlike,enigmatic,existentialism,indie,loneliness,meditative,melancholic,non-linear,pigs,pretentious,visual,visually appealing,visually stunning,weird",3.3168320429195424,tt2084989,"Movie's title: Upstream Color (2013)
genres: Romance,Sci-Fi,Thriller
tags: allegory,art,art house,artistic,artsy,cerebral,cinematography,complex,confusing,criterion,cult film,dreamlike,enigmatic,existentialism,indie,loneliness,meditative,melancholic,non-linear,pigs,pretentious,visual,visually appealing,visually stunning,weird"
99957,9704,Broken City (2013),"Crime,Drama,Thriller","adultery,complex,conspiracy,corruption,crime,detective,investigation,murder,original,police corruption,police investigation,political,political corruption,politics,suspense,thriller,twists & turns",3.2423804401326866,tt1235522,"Movie's title: Broken City (2013)
genres: Crime,Drama,Thriller
tags: adultery,complex,conspiracy,corruption,crime,detective,investigation,murder,original,police corruption,police investigation,political,political corruption,politics,suspense,thriller,twists & turns"
99996,9705,It's a Disaster (2012),"Comedy,Drama","dark humor,dialogue,disaster,end of the world,original,relationships,wine",3.2725911900641034,tt1995341,"Movie's title: It's a Disaster (2012)
genres: Comedy,Drama
tags: dark humor,dialogue,disaster,end of the world,original,relationships,wine"
100068,9706,Comme un chef (2012),Comedy,"comedy,cooking,feel good movie,feel-good,fight scenes,first contact,food,france,fun movie,hilarious,light,mentor,pg-13,wine",3.2686824160197916,tt1911553,"Movie's title: Comme un chef (2012)
genres: Comedy
tags: comedy,cooking,feel good movie,feel-good,fight scenes,first contact,food,france,fun movie,hilarious,light,mentor,pg-13,wine"
100083,9707,Movie 43 (2013),Comedy,"absurd,comedy,crude humor,dumb but funny,funny as hell,goofy,original,parody,satire,so bad it's funny,stupid,stupid as hell,stupidity",3.1708513126335847,tt1333125,"Movie's title: Movie 43 (2013)
genres: Comedy
tags: absurd,comedy,crude humor,dumb but funny,funny as hell,goofy,original,parody,satire,so bad it's funny,stupid,stupid as hell,stupidity"
100106,9708,"Pervert's Guide to Ideology, The (2012)",Documentary,"capitalism,cerebral,criterion,documentary,dreams,enigmatic,intellectual,original,oscar (best directing),philosophical,pornography,talky,thought-provoking,weird",3.2842584149896643,tt2152198,"Movie's title: Pervert's Guide to Ideology, The (2012)
genres: Documentary
tags: capitalism,cerebral,criterion,documentary,dreams,enigmatic,intellectual,original,oscar (best directing),philosophical,pornography,talky,thought-provoking,weird"
100108,9709,Parker (2013),"Crime,Thriller","action,betrayal,crime,good action,heist,kidnapping,mentor,revenge",3.243481255747081,tt1904996,"Movie's title: Parker (2013)
genres: Crime,Thriller
tags: action,betrayal,crime,good action,heist,kidnapping,mentor,revenge"
100159,9710,Sightseers (2012),Comedy,"black comedy,bloody,dark comedy,dark humor,insanity,macabre,original,psychiatry,road trip,serial killer,weird",3.278008262212074,tt2023690,"Movie's title: Sightseers (2012)
genres: Comedy
tags: black comedy,bloody,dark comedy,dark humor,insanity,macabre,original,psychiatry,road trip,serial killer,weird"
100163,9711,Hansel & Gretel: Witch Hunters (2013),"Action,Fantasy,Horror,IMAX","action,dark fantasy,fairy tale,fantasy,fantasy world,fight scenes,magic,silly,silly fun,special effects,splatter,steampunk,weapons,witch,witches",3.2018060109397606,tt1428538,"Movie's title: Hansel & Gretel: Witch Hunters (2013)
genres: Action,Fantasy,Horror,IMAX
tags: action,dark fantasy,fairy tale,fantasy,fantasy world,fight scenes,magic,silly,silly fun,special effects,splatter,steampunk,weapons,witch,witches"
100244,9712,"East, The (2013)",Drama,"corporate america,corruption,espionage,fighting the system,greed,intense,manipulation,moral ambiguity,original,pg-13,plot,psychological,secrets,spying,suspense,suspenseful,tense,terrorism,thriller,very interesting",3.2846816997651382,tt1869716,"Movie's title: East, The (2013)
genres: Drama
tags: corporate america,corruption,espionage,fighting the system,greed,intense,manipulation,moral ambiguity,original,pg-13,plot,psychological,secrets,spying,suspense,suspenseful,tense,terrorism,thriller,very interesting"
100302,9713,Upside Down (2012),"Drama,Romance,Sci-Fi","alone in the world,fairy tale,fantasy,fantasy world,first contact,futuristic,graphic design,imagination,love story,original,parallel universe,plot,plot holes,romance,romantic,sci fi,sci-fi,science fiction,scifi,special effects,story,storytelling,stunning,technology,visual,visually appealing,visually stunning,visuals,whimsical",3.2536875014327507,tt1374992,"Movie's title: Upside Down (2012)
genres: Drama,Romance,Sci-Fi
tags: alone in the world,fairy tale,fantasy,fantasy world,first contact,futuristic,graphic design,imagination,love story,original,parallel universe,plot,plot holes,romance,romantic,sci fi,sci-fi,science fiction,scifi,special effects,story,storytelling,stunning,technology,visual,visually appealing,visually stunning,visuals,whimsical"
100326,9714,Stand Up Guys (2012),"Comedy,Crime","crime,gangsters",3.2629887685593286,tt1389096,"Movie's title: Stand Up Guys (2012)
genres: Comedy,Crime
tags: crime,gangsters"
100344,9715,No (2012),Drama,"censorship,cinematography,corruption,criterion,documentary,drama,dramatic,enigmatic,feel-good,foreign,freedom,historical,history,idealism,latin america,movielens top pick,original,oscar,oscar (best foreign language film),political,politics,revolution,runaway,single father,social commentary,true story,us history",3.2846556431622393,tt2059255,"Movie's title: No (2012)
genres: Drama
tags: censorship,cinematography,corruption,criterion,documentary,drama,dramatic,enigmatic,feel-good,foreign,freedom,historical,history,idealism,latin america,movielens top pick,original,oscar,oscar (best foreign language film),political,politics,revolution,runaway,single father,social commentary,true story,us history"
100356,9716,Now Is Good (2012),"Drama,Romance","adolescence,based on a book,cancer,death,depression,drama,emotional,girlie movie,good soundtrack,happy ending,heartbreaking,honest,life & death,love story,nudity (topless - notable),original,pornography,relationships,tear jerker,teen movie,teenager,terminal illness,touching,virginity",3.2762284046866315,tt1937264,"Movie's title: Now Is Good (2012)
genres: Drama,Romance
tags: adolescence,based on a book,cancer,death,depression,drama,emotional,girlie movie,good soundtrack,happy ending,heartbreaking,honest,life & death,love story,nudity (topless - notable),original,pornography,relationships,tear jerker,teen movie,teenager,terminal illness,touching,virginity"
100363,9717,Resident Evil: Degeneration (Baiohazâdo: Dijenerêshon) (2008),"Animation,Horror","action,action packed,adapted from:game,animated,animation,based on a video game,betrayal,big budget,cgi,computer animation,computer game,cool,dialogue,dynamic cgi action,fantasy,fast paced,franchise,good action,high fantasy,horror,life philosophy,mutants,mythology,nostalgic,original,pg-13,realistic action,series,story,video game,video game adaptation,video games,videogame,virus,weird,zombie,zombies",3.2575751520436613,tt1174954,"Movie's title: Resident Evil: Degeneration (Baiohazâdo: Dijenerêshon) (2008)
genres: Animation,Horror
tags: action,action packed,adapted from:game,animated,animation,based on a video game,betrayal,big budget,cgi,computer animation,computer game,cool,dialogue,dynamic cgi action,fantasy,fast paced,franchise,good action,high fantasy,horror,life philosophy,mutants,mythology,nostalgic,original,pg-13,realistic action,series,story,video game,video game adaptation,video games,videogame,virus,weird,zombie,zombies"
100383,9718,Side Effects (2013),"Crime,Drama,Mystery,Thriller","cinematography,clever,complex,complicated,complicated plot,conspiracy,corruption,crime,doctors,drama,drugs,excellent script,great ending,greed,intense,interesting,mental illness,moral ambiguity,murder,murder mystery,mystery,neo-noir,noir thriller,obsession,original,paranoia,plot,plot holes,plot twist,powerful ending,psychiatrist,psychiatry,psychological,psychology,secrets,storytelling,stylish,surprise ending,suspense,suspenseful,tense,thriller,twist,twist ending,twists & turns",3.379462112159885,tt2053463,"Movie's title: Side Effects (2013)
genres: Crime,Drama,Mystery,Thriller
tags: cinematography,clever,complex,complicated,complicated plot,conspiracy,corruption,crime,doctors,drama,drugs,excellent script,great ending,greed,intense,interesting,mental illness,moral ambiguity,murder,murder mystery,mystery,neo-noir,noir thriller,obsession,original,paranoia,plot,plot holes,plot twist,powerful ending,psychiatrist,psychiatry,psychological,psychology,secrets,storytelling,stylish,surprise ending,suspense,suspenseful,tense,thriller,twist,twist ending,twists & turns"
100390,9719,Identity Thief (2013),"Comedy,Crime","comedy,funny,idiotic,predictable,road trip",3.1958475724164086,tt2024432,"Movie's title: Identity Thief (2013)
genres: Comedy,Crime
tags: comedy,funny,idiotic,predictable,road trip"
100408,9720,Resident Evil: Damnation (2012),"Action,Animation,Horror","action,action packed,based on a video game,cgi,fast paced,franchise,good action,monster,original,video game,video game adaptation,video games,videogame,virus,weapons,zombie,zombies",3.266174034192736,tt1753496,"Movie's title: Resident Evil: Damnation (2012)
genres: Action,Animation,Horror
tags: action,action packed,based on a video game,cgi,fast paced,franchise,good action,monster,original,video game,video game adaptation,video games,videogame,virus,weapons,zombie,zombies"
100436,9721,"Gatekeepers, The (2012)",Documentary,"assassin,assassination,documentary,enigmatic,forceful,golden palm,history,honest,intimate,islam,israel,middle east,narrated,original,political,politics,reflective,spying,surveillance,tense,us history,vengeance",3.289261691506647,tt2309788,"Movie's title: Gatekeepers, The (2012)
genres: Documentary
tags: assassin,assassination,documentary,enigmatic,forceful,golden palm,history,honest,intimate,islam,israel,middle east,narrated,original,political,politics,reflective,spying,surveillance,tense,us history,vengeance"
